vintage_name|wine_name|year|region|bodega|varietal_name|grape_names|price|acidity|fizziness|intensity|sweetness|tannin|ratings_count|ratings_average|wine_ratings_count|wine_ratings_average
Telmo Rodriguez Basa Blanco 2023|Basa Blanco|2023|Rueda|Telmo Rodriguez|White||8.75|3.3569067||2.2068205|2.1813354||46|3.8|9086|3.8
La Comarcal Delmoro Blanco 2022|Delmoro Blanco|2022|Valencia|La Comarcal|White||8.59|3.2592943||2.7868235|1.1722353||46|3.8|307|3.7
Bodegas Enguera Aliats Blanco 2021|Aliats Blanco|2021|Valencia|Bodegas Enguera|White||11.2|2.8521347||3.2103372|1.1401124||55|3.8|138|3.7
Albaroque Blanco 2018|Blanco|2018|Ribeiro|Albaroque|White||11.0|3.0||3.0|1.0||54|3.8|54|3.8
Condes de Albarei As Voltas Albarino Rias Baixas 2023|As Voltas Albarino Rias Baixas|2023|Galicia|Condes de Albarei|Albariño|Albariño|9.9|3.5704083||1.6071428|1.9202275||53|3.8|1361|3.7
Llopart Clos Dels Fòssils 2020|Clos Dels Fòssils|2020|Penedès|Llopart|White||11.95|3.8176072||3.1075213|1.1994017||53|3.8|571|3.7
Celler Ronadelles - Cap de Ruc Guineu d'Argent Blanc 2021|Guineu d'Argent Blanc|2021|Montsant|Celler Ronadelles - Cap de Ruc|White||14.0|3.0||3.0|1.9234327||52|3.8|52|3.8
Domènech.Vidal Cultivare Malvasia de Sitges Organic 2021|Cultivare Malvasia de Sitges Organic|2021|Cataluña|Domènech.Vidal|White||10.99|3.0||3.0|1.4615384||52|3.8|52|3.8
Bernabeleva Cantocuerdas Albillo 2019|Cantocuerdas Albillo|2019|Madrid|Bernabeleva|White||17.8|3.0||2.6705883|1.0||51|3.8|573|3.7
Bodegas Martín Códax Mara Martin Godello 2023|Mara Martin Godello|2023|Monterrei|Bodegas Martín Códax|Godello|Godello|9.3|3.428655||2.5750878|1.6938596||51|3.8|7010|3.7
Huerta de Albala Barbazul Blanco 2020|Barbazul Blanco|2020|Cádiz|Huerta de Albala|Chardonnay|Chardonnay|6.8|3.347814||3.1029992|1.3639385||51|3.8|1577|3.7
Vinyes Singulars L'Autocaravana del Pelai 2022|L'Autocaravana del Pelai|2022|Cataluña|Vinyes Singulars|White||17.0|3.0||3.0|1.0||51|3.8|51|3.8
Vinos Cangas Viñéu de Montaña Escolinas Albarín Blanco En Castaño 2022|Viñéu de Montaña Escolinas Albarín Blanco En Castaño|2022|Cangas|Vinos Cangas|White||23.8|3.0||3.0|1.0||50|3.8|50|3.8
Gutiérrez de la Vega Tío Raimundo 2016|Tío Raimundo|2016|Alicante|Gutiérrez de la Vega|White||20.68|3.0||3.0|1.0||50|3.8|107|3.8
Legaris Sauvignon Blanc 2021|Sauvignon Blanc|2021|Rueda|Legaris|Sauvignon blanc|Sauvignon blanc|9.9|3.9318078||2.8318646|1.0610734||50|3.8|225|3.7
Aizpurua.B Txakolina 2022|Txakolina|2022|Getariako Txakolina|Aizpurua.B|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|6.75|4.962858||2.936825|1.2519697||50|3.8|1604|3.9
Bodega Sommos Chardonnay Roble 2023|Chardonnay Roble|2023|Somontano|Bodega Sommos|Chardonnay|Chardonnay|5.8|3.2103937||3.0402546|1.6899306||50|3.8|731|3.7
Comunica La Pua 2020|La Pua|2020|Montsant|Comunica|White||13.36|3.299367||3.0|1.0||49|3.8|457|3.7
Shaya Blanco 2022|Blanco|2022|Rueda|Shaya|Verdejo|Verdejo|10.25|3.312093||2.2294154|2.2469943||48|3.8|4468|3.7
Celler Cooperatiu d'Espolla Clos de les Dòmines Blanc Fermentat En Barrica 2022|Clos de les Dòmines Blanc Fermentat En Barrica|2022|Empordà|Celler Cooperatiu d'Espolla|White||12.34|3.1242857||3.2432969|1.153956||48|3.8|543|3.8
Coca i Fitó Jaspi Blanc 2022|Jaspi Blanc|2022|Terra Alta|Coca i Fitó|White||9.8|3.0570922||3.0124824|1.3761703||48|3.8|1403|3.6
Luna Beberide Godello Bierzo LB 2023|Godello Bierzo LB|2023|Bierzo|Luna Beberide|White||9.5|3.091019||2.9128025|1.1613376||48|3.8|1520|3.5
Bodega Emina Sauvignon Blanc 2020|Sauvignon Blanc|2020|Rueda|Bodega Emina|Sauvignon blanc|Sauvignon blanc|7.05|4.0446744||3.0689943|1.2304734||47|3.8|630|3.4
Familia Torres Clos Ancestral Blanco 2022|Clos Ancestral Blanco|2022|Penedès|Familia Torres|White||13.5|3.588182||2.8445454|1.9599999||47|3.8|79|3.9
Blanco Nieva Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Blanco Nieva|Sauvignon blanc|Sauvignon blanc|7.5|3.9622562||2.861184|1.428016||46|3.8|848|3.8
Telmo Rodriguez Basa Blanco 2023|Basa Blanco|2023|Rueda|Telmo Rodriguez|White||8.75|3.3569067||2.2068205|2.1813354||46|3.8|9086|3.8
La Comarcal Delmoro Blanco 2022|Delmoro Blanco|2022|Valencia|La Comarcal|White||8.59|3.2592943||2.7868235|1.1722353||46|3.8|307|3.7
Bodegas Enguera Aliats Blanco 2021|Aliats Blanco|2021|Valencia|Bodegas Enguera|White||11.2|2.8521347||3.2103372|1.1401124||55|3.8|138|3.7
Albaroque Blanco 2018|Blanco|2018|Ribeiro|Albaroque|White||11.0|3.0||3.0|1.0||54|3.8|54|3.8
Condes de Albarei As Voltas Albarino Rias Baixas 2023|As Voltas Albarino Rias Baixas|2023|Galicia|Condes de Albarei|Albariño|Albariño|9.9|3.5704083||1.6071428|1.9202275||53|3.8|1361|3.7
Llopart Clos Dels Fòssils 2020|Clos Dels Fòssils|2020|Penedès|Llopart|White||11.95|3.8176072||3.1075213|1.1994017||53|3.8|571|3.7
Celler Ronadelles - Cap de Ruc Guineu d'Argent Blanc 2021|Guineu d'Argent Blanc|2021|Montsant|Celler Ronadelles - Cap de Ruc|White||14.0|3.0||3.0|1.9234327||52|3.8|52|3.8
Domènech.Vidal Cultivare Malvasia de Sitges Organic 2021|Cultivare Malvasia de Sitges Organic|2021|Cataluña|Domènech.Vidal|White||10.99|3.0||3.0|1.4615384||52|3.8|52|3.8
Bernabeleva Cantocuerdas Albillo 2019|Cantocuerdas Albillo|2019|Madrid|Bernabeleva|White||17.8|3.0||2.6705883|1.0||51|3.8|573|3.7
Bodegas Martín Códax Mara Martin Godello 2023|Mara Martin Godello|2023|Monterrei|Bodegas Martín Códax|Godello|Godello|9.3|3.428655||2.5750878|1.6938596||51|3.8|7010|3.7
Huerta de Albala Barbazul Blanco 2020|Barbazul Blanco|2020|Cádiz|Huerta de Albala|Chardonnay|Chardonnay|6.8|3.347814||3.1029992|1.3639385||51|3.8|1577|3.7
Vinyes Singulars L'Autocaravana del Pelai 2022|L'Autocaravana del Pelai|2022|Cataluña|Vinyes Singulars|White||17.0|3.0||3.0|1.0||51|3.8|51|3.8
Vinos Cangas Viñéu de Montaña Escolinas Albarín Blanco En Castaño 2022|Viñéu de Montaña Escolinas Albarín Blanco En Castaño|2022|Cangas|Vinos Cangas|White||23.8|3.0||3.0|1.0||50|3.8|50|3.8
Gutiérrez de la Vega Tío Raimundo 2016|Tío Raimundo|2016|Alicante|Gutiérrez de la Vega|White||20.68|3.0||3.0|1.0||50|3.8|107|3.8
Legaris Sauvignon Blanc 2021|Sauvignon Blanc|2021|Rueda|Legaris|Sauvignon blanc|Sauvignon blanc|9.9|3.9318078||2.8318646|1.0610734||50|3.8|225|3.7
Aizpurua.B Txakolina 2022|Txakolina|2022|Getariako Txakolina|Aizpurua.B|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|6.75|4.962858||2.936825|1.2519697||50|3.8|1604|3.9
Bodega Sommos Chardonnay Roble 2023|Chardonnay Roble|2023|Somontano|Bodega Sommos|Chardonnay|Chardonnay|5.8|3.2103937||3.0402546|1.6899306||50|3.8|731|3.7
Comunica La Pua 2020|La Pua|2020|Montsant|Comunica|White||13.36|3.299367||3.0|1.0||49|3.8|457|3.7
Shaya Blanco 2022|Blanco|2022|Rueda|Shaya|Verdejo|Verdejo|10.25|3.312093||2.2294154|2.2469943||48|3.8|4468|3.7
Celler Cooperatiu d'Espolla Clos de les Dòmines Blanc Fermentat En Barrica 2022|Clos de les Dòmines Blanc Fermentat En Barrica|2022|Empordà|Celler Cooperatiu d'Espolla|White||12.34|3.1242857||3.2432969|1.153956||48|3.8|543|3.8
Coca i Fitó Jaspi Blanc 2022|Jaspi Blanc|2022|Terra Alta|Coca i Fitó|White||9.8|3.0570922||3.0124824|1.3761703||48|3.8|1403|3.6
Luna Beberide Godello Bierzo LB 2023|Godello Bierzo LB|2023|Bierzo|Luna Beberide|White||9.5|3.091019||2.9128025|1.1613376||48|3.8|1520|3.5
Bodega Emina Sauvignon Blanc 2020|Sauvignon Blanc|2020|Rueda|Bodega Emina|Sauvignon blanc|Sauvignon blanc|7.05|4.0446744||3.0689943|1.2304734||47|3.8|630|3.4
Familia Torres Clos Ancestral Blanco 2022|Clos Ancestral Blanco|2022|Penedès|Familia Torres|White||13.5|3.588182||2.8445454|1.9599999||47|3.8|79|3.9
Blanco Nieva Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Blanco Nieva|Sauvignon blanc|Sauvignon blanc|7.5|3.9622562||2.861184|1.428016||46|3.8|848|3.8
Telmo Rodriguez Basa Blanco 2023|Basa Blanco|2023|Rueda|Telmo Rodriguez|White||8.75|3.3569067||2.2068205|2.1813354||46|3.8|9086|3.8
La Comarcal Delmoro Blanco 2022|Delmoro Blanco|2022|Valencia|La Comarcal|White||8.59|3.2592943||2.7868235|1.1722353||46|3.8|307|3.7
Bodegas Enguera Aliats Blanco 2021|Aliats Blanco|2021|Valencia|Bodegas Enguera|White||11.2|2.8521347||3.2103372|1.1401124||55|3.8|138|3.7
Albaroque Blanco 2018|Blanco|2018|Ribeiro|Albaroque|White||11.0|3.0||3.0|1.0||54|3.8|54|3.8
Condes de Albarei As Voltas Albarino Rias Baixas 2023|As Voltas Albarino Rias Baixas|2023|Galicia|Condes de Albarei|Albariño|Albariño|9.9|3.5704083||1.6071428|1.9202275||53|3.8|1361|3.7
Llopart Clos Dels Fòssils 2020|Clos Dels Fòssils|2020|Penedès|Llopart|White||11.95|3.8176072||3.1075213|1.1994017||53|3.8|571|3.7
Celler Ronadelles - Cap de Ruc Guineu d'Argent Blanc 2021|Guineu d'Argent Blanc|2021|Montsant|Celler Ronadelles - Cap de Ruc|White||14.0|3.0||3.0|1.9234327||52|3.8|52|3.8
Domènech.Vidal Cultivare Malvasia de Sitges Organic 2021|Cultivare Malvasia de Sitges Organic|2021|Cataluña|Domènech.Vidal|White||10.99|3.0||3.0|1.4615384||52|3.8|52|3.8
Bernabeleva Cantocuerdas Albillo 2019|Cantocuerdas Albillo|2019|Madrid|Bernabeleva|White||17.8|3.0||2.6705883|1.0||51|3.8|573|3.7
Bodegas Martín Códax Mara Martin Godello 2023|Mara Martin Godello|2023|Monterrei|Bodegas Martín Códax|Godello|Godello|9.3|3.428655||2.5750878|1.6938596||51|3.8|7010|3.7
Huerta de Albala Barbazul Blanco 2020|Barbazul Blanco|2020|Cádiz|Huerta de Albala|Chardonnay|Chardonnay|6.8|3.347814||3.1029992|1.3639385||51|3.8|1577|3.7
Vinyes Singulars L'Autocaravana del Pelai 2022|L'Autocaravana del Pelai|2022|Cataluña|Vinyes Singulars|White||17.0|3.0||3.0|1.0||51|3.8|51|3.8
Vinos Cangas Viñéu de Montaña Escolinas Albarín Blanco En Castaño 2022|Viñéu de Montaña Escolinas Albarín Blanco En Castaño|2022|Cangas|Vinos Cangas|White||23.8|3.0||3.0|1.0||50|3.8|50|3.8
Gutiérrez de la Vega Tío Raimundo 2016|Tío Raimundo|2016|Alicante|Gutiérrez de la Vega|White||20.68|3.0||3.0|1.0||50|3.8|107|3.8
Legaris Sauvignon Blanc 2021|Sauvignon Blanc|2021|Rueda|Legaris|Sauvignon blanc|Sauvignon blanc|9.9|3.9318078||2.8318646|1.0610734||50|3.8|225|3.7
Aizpurua.B Txakolina 2022|Txakolina|2022|Getariako Txakolina|Aizpurua.B|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|6.75|4.962858||2.936825|1.2519697||50|3.8|1604|3.9
Bodega Sommos Chardonnay Roble 2023|Chardonnay Roble|2023|Somontano|Bodega Sommos|Chardonnay|Chardonnay|5.8|3.2103937||3.0402546|1.6899306||50|3.8|731|3.7
Comunica La Pua 2020|La Pua|2020|Montsant|Comunica|White||13.36|3.299367||3.0|1.0||49|3.8|457|3.7
Shaya Blanco 2022|Blanco|2022|Rueda|Shaya|Verdejo|Verdejo|10.25|3.312093||2.2294154|2.2469943||48|3.8|4468|3.7
Celler Cooperatiu d'Espolla Clos de les Dòmines Blanc Fermentat En Barrica 2022|Clos de les Dòmines Blanc Fermentat En Barrica|2022|Empordà|Celler Cooperatiu d'Espolla|White||12.34|3.1242857||3.2432969|1.153956||48|3.8|543|3.8
Coca i Fitó Jaspi Blanc 2022|Jaspi Blanc|2022|Terra Alta|Coca i Fitó|White||9.8|3.0570922||3.0124824|1.3761703||48|3.8|1403|3.6
Luna Beberide Godello Bierzo LB 2023|Godello Bierzo LB|2023|Bierzo|Luna Beberide|White||9.5|3.091019||2.9128025|1.1613376||48|3.8|1520|3.5
Bodega Emina Sauvignon Blanc 2020|Sauvignon Blanc|2020|Rueda|Bodega Emina|Sauvignon blanc|Sauvignon blanc|7.05|4.0446744||3.0689943|1.2304734||47|3.8|630|3.4
Familia Torres Clos Ancestral Blanco 2022|Clos Ancestral Blanco|2022|Penedès|Familia Torres|White||13.5|3.588182||2.8445454|1.9599999||47|3.8|79|3.9
Blanco Nieva Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Blanco Nieva|Sauvignon blanc|Sauvignon blanc|7.5|3.9622562||2.861184|1.428016||46|3.8|848|3.8
Telmo Rodriguez Basa Blanco 2023|Basa Blanco|2023|Rueda|Telmo Rodriguez|White||8.75|3.3569067||2.2068205|2.1813354||46|3.8|9086|3.8
La Comarcal Delmoro Blanco 2022|Delmoro Blanco|2022|Valencia|La Comarcal|White||8.59|3.2592943||2.7868235|1.1722353||46|3.8|307|3.7
Bodegas Enguera Aliats Blanco 2021|Aliats Blanco|2021|Valencia|Bodegas Enguera|White||11.2|2.8521347||3.2103372|1.1401124||55|3.8|138|3.7
Albaroque Blanco 2018|Blanco|2018|Ribeiro|Albaroque|White||11.0|3.0||3.0|1.0||54|3.8|54|3.8
Condes de Albarei As Voltas Albarino Rias Baixas 2023|As Voltas Albarino Rias Baixas|2023|Galicia|Condes de Albarei|Albariño|Albariño|9.9|3.5704083||1.6071428|1.9202275||53|3.8|1361|3.7
Llopart Clos Dels Fòssils 2020|Clos Dels Fòssils|2020|Penedès|Llopart|White||11.95|3.8176072||3.1075213|1.1994017||53|3.8|571|3.7
Celler Ronadelles - Cap de Ruc Guineu d'Argent Blanc 2021|Guineu d'Argent Blanc|2021|Montsant|Celler Ronadelles - Cap de Ruc|White||14.0|3.0||3.0|1.9234327||52|3.8|52|3.8
Domènech.Vidal Cultivare Malvasia de Sitges Organic 2021|Cultivare Malvasia de Sitges Organic|2021|Cataluña|Domènech.Vidal|White||10.99|3.0||3.0|1.4615384||52|3.8|52|3.8
Bernabeleva Cantocuerdas Albillo 2019|Cantocuerdas Albillo|2019|Madrid|Bernabeleva|White||17.8|3.0||2.6705883|1.0||51|3.8|573|3.7
Bodegas Martín Códax Mara Martin Godello 2023|Mara Martin Godello|2023|Monterrei|Bodegas Martín Códax|Godello|Godello|9.3|3.428655||2.5750878|1.6938596||51|3.8|7010|3.7
Huerta de Albala Barbazul Blanco 2020|Barbazul Blanco|2020|Cádiz|Huerta de Albala|Chardonnay|Chardonnay|6.8|3.347814||3.1029992|1.3639385||51|3.8|1577|3.7
Vinyes Singulars L'Autocaravana del Pelai 2022|L'Autocaravana del Pelai|2022|Cataluña|Vinyes Singulars|White||17.0|3.0||3.0|1.0||51|3.8|51|3.8
Vinos Cangas Viñéu de Montaña Escolinas Albarín Blanco En Castaño 2022|Viñéu de Montaña Escolinas Albarín Blanco En Castaño|2022|Cangas|Vinos Cangas|White||23.8|3.0||3.0|1.0||50|3.8|50|3.8
Gutiérrez de la Vega Tío Raimundo 2016|Tío Raimundo|2016|Alicante|Gutiérrez de la Vega|White||20.68|3.0||3.0|1.0||50|3.8|107|3.8
Legaris Sauvignon Blanc 2021|Sauvignon Blanc|2021|Rueda|Legaris|Sauvignon blanc|Sauvignon blanc|9.9|3.9318078||2.8318646|1.0610734||50|3.8|225|3.7
Aizpurua.B Txakolina 2022|Txakolina|2022|Getariako Txakolina|Aizpurua.B|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|6.75|4.962858||2.936825|1.2519697||50|3.8|1604|3.9
Bodega Sommos Chardonnay Roble 2023|Chardonnay Roble|2023|Somontano|Bodega Sommos|Chardonnay|Chardonnay|5.8|3.2103937||3.0402546|1.6899306||50|3.8|731|3.7
Comunica La Pua 2020|La Pua|2020|Montsant|Comunica|White||13.36|3.299367||3.0|1.0||49|3.8|457|3.7
Shaya Blanco 2022|Blanco|2022|Rueda|Shaya|Verdejo|Verdejo|10.25|3.312093||2.2294154|2.2469943||48|3.8|4468|3.7
Celler Cooperatiu d'Espolla Clos de les Dòmines Blanc Fermentat En Barrica 2022|Clos de les Dòmines Blanc Fermentat En Barrica|2022|Empordà|Celler Cooperatiu d'Espolla|White||12.34|3.1242857||3.2432969|1.153956||48|3.8|543|3.8
Coca i Fitó Jaspi Blanc 2022|Jaspi Blanc|2022|Terra Alta|Coca i Fitó|White||9.8|3.0570922||3.0124824|1.3761703||48|3.8|1403|3.6
Luna Beberide Godello Bierzo LB 2023|Godello Bierzo LB|2023|Bierzo|Luna Beberide|White||9.5|3.091019||2.9128025|1.1613376||48|3.8|1520|3.5
Bodega Emina Sauvignon Blanc 2020|Sauvignon Blanc|2020|Rueda|Bodega Emina|Sauvignon blanc|Sauvignon blanc|7.05|4.0446744||3.0689943|1.2304734||47|3.8|630|3.4
Familia Torres Clos Ancestral Blanco 2022|Clos Ancestral Blanco|2022|Penedès|Familia Torres|White||13.5|3.588182||2.8445454|1.9599999||47|3.8|79|3.9
Blanco Nieva Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Blanco Nieva|Sauvignon blanc|Sauvignon blanc|7.5|3.9622562||2.861184|1.428016||46|3.8|848|3.8
Telmo Rodriguez Basa Blanco 2023|Basa Blanco|2023|Rueda|Telmo Rodriguez|White||8.75|3.3569067||2.2068205|2.1813354||46|3.8|9086|3.8
La Comarcal Delmoro Blanco 2022|Delmoro Blanco|2022|Valencia|La Comarcal|White||8.59|3.2592943||2.7868235|1.1722353||46|3.8|307|3.7
Bodegas Enguera Aliats Blanco 2021|Aliats Blanco|2021|Valencia|Bodegas Enguera|White||11.2|2.8521347||3.2103372|1.1401124||55|3.8|138|3.7
Albaroque Blanco 2018|Blanco|2018|Ribeiro|Albaroque|White||11.0|3.0||3.0|1.0||54|3.8|54|3.8
Condes de Albarei As Voltas Albarino Rias Baixas 2023|As Voltas Albarino Rias Baixas|2023|Galicia|Condes de Albarei|Albariño|Albariño|9.9|3.5704083||1.6071428|1.9202275||53|3.8|1361|3.7
Llopart Clos Dels Fòssils 2020|Clos Dels Fòssils|2020|Penedès|Llopart|White||11.95|3.8176072||3.1075213|1.1994017||53|3.8|571|3.7
Celler Ronadelles - Cap de Ruc Guineu d'Argent Blanc 2021|Guineu d'Argent Blanc|2021|Montsant|Celler Ronadelles - Cap de Ruc|White||14.0|3.0||3.0|1.9234327||52|3.8|52|3.8
Domènech.Vidal Cultivare Malvasia de Sitges Organic 2021|Cultivare Malvasia de Sitges Organic|2021|Cataluña|Domènech.Vidal|White||10.99|3.0||3.0|1.4615384||52|3.8|52|3.8
Bernabeleva Cantocuerdas Albillo 2019|Cantocuerdas Albillo|2019|Madrid|Bernabeleva|White||17.8|3.0||2.6705883|1.0||51|3.8|573|3.7
Bodegas Martín Códax Mara Martin Godello 2023|Mara Martin Godello|2023|Monterrei|Bodegas Martín Códax|Godello|Godello|9.3|3.428655||2.5750878|1.6938596||51|3.8|7010|3.7
Huerta de Albala Barbazul Blanco 2020|Barbazul Blanco|2020|Cádiz|Huerta de Albala|Chardonnay|Chardonnay|6.8|3.347814||3.1029992|1.3639385||51|3.8|1577|3.7
Vinyes Singulars L'Autocaravana del Pelai 2022|L'Autocaravana del Pelai|2022|Cataluña|Vinyes Singulars|White||17.0|3.0||3.0|1.0||51|3.8|51|3.8
Vinos Cangas Viñéu de Montaña Escolinas Albarín Blanco En Castaño 2022|Viñéu de Montaña Escolinas Albarín Blanco En Castaño|2022|Cangas|Vinos Cangas|White||23.8|3.0||3.0|1.0||50|3.8|50|3.8
Gutiérrez de la Vega Tío Raimundo 2016|Tío Raimundo|2016|Alicante|Gutiérrez de la Vega|White||20.68|3.0||3.0|1.0||50|3.8|107|3.8
Legaris Sauvignon Blanc 2021|Sauvignon Blanc|2021|Rueda|Legaris|Sauvignon blanc|Sauvignon blanc|9.9|3.9318078||2.8318646|1.0610734||50|3.8|225|3.7
Aizpurua.B Txakolina 2022|Txakolina|2022|Getariako Txakolina|Aizpurua.B|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|6.75|4.962858||2.936825|1.2519697||50|3.8|1604|3.9
Bodega Sommos Chardonnay Roble 2023|Chardonnay Roble|2023|Somontano|Bodega Sommos|Chardonnay|Chardonnay|5.8|3.2103937||3.0402546|1.6899306||50|3.8|731|3.7
Comunica La Pua 2020|La Pua|2020|Montsant|Comunica|White||13.36|3.299367||3.0|1.0||49|3.8|457|3.7
Shaya Blanco 2022|Blanco|2022|Rueda|Shaya|Verdejo|Verdejo|10.25|3.312093||2.2294154|2.2469943||48|3.8|4468|3.7
Celler Cooperatiu d'Espolla Clos de les Dòmines Blanc Fermentat En Barrica 2022|Clos de les Dòmines Blanc Fermentat En Barrica|2022|Empordà|Celler Cooperatiu d'Espolla|White||12.34|3.1242857||3.2432969|1.153956||48|3.8|543|3.8
Coca i Fitó Jaspi Blanc 2022|Jaspi Blanc|2022|Terra Alta|Coca i Fitó|White||9.8|3.0570922||3.0124824|1.3761703||48|3.8|1403|3.6
Luna Beberide Godello Bierzo LB 2023|Godello Bierzo LB|2023|Bierzo|Luna Beberide|White||9.5|3.091019||2.9128025|1.1613376||48|3.8|1520|3.5
Bodega Emina Sauvignon Blanc 2020|Sauvignon Blanc|2020|Rueda|Bodega Emina|Sauvignon blanc|Sauvignon blanc|7.05|4.0446744||3.0689943|1.2304734||47|3.8|630|3.4
Familia Torres Clos Ancestral Blanco 2022|Clos Ancestral Blanco|2022|Penedès|Familia Torres|White||13.5|3.588182||2.8445454|1.9599999||47|3.8|79|3.9
Blanco Nieva Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Blanco Nieva|Sauvignon blanc|Sauvignon blanc|7.5|3.9622562||2.861184|1.428016||46|3.8|848|3.8
Telmo Rodriguez Basa Blanco 2023|Basa Blanco|2023|Rueda|Telmo Rodriguez|White||8.75|3.3569067||2.2068205|2.1813354||46|3.8|9086|3.8
La Comarcal Delmoro Blanco 2022|Delmoro Blanco|2022|Valencia|La Comarcal|White||8.59|3.2592943||2.7868235|1.1722353||46|3.8|307|3.7
Bodegas Enguera Aliats Blanco 2021|Aliats Blanco|2021|Valencia|Bodegas Enguera|White||11.2|2.8521347||3.2103372|1.1401124||55|3.8|138|3.7
Albaroque Blanco 2018|Blanco|2018|Ribeiro|Albaroque|White||11.0|3.0||3.0|1.0||54|3.8|54|3.8
Condes de Albarei As Voltas Albarino Rias Baixas 2023|As Voltas Albarino Rias Baixas|2023|Galicia|Condes de Albarei|Albariño|Albariño|9.9|3.5704083||1.6071428|1.9202275||53|3.8|1361|3.7
Llopart Clos Dels Fòssils 2020|Clos Dels Fòssils|2020|Penedès|Llopart|White||11.95|3.8176072||3.1075213|1.1994017||53|3.8|571|3.7
Celler Ronadelles - Cap de Ruc Guineu d'Argent Blanc 2021|Guineu d'Argent Blanc|2021|Montsant|Celler Ronadelles - Cap de Ruc|White||14.0|3.0||3.0|1.9234327||52|3.8|52|3.8
Domènech.Vidal Cultivare Malvasia de Sitges Organic 2021|Cultivare Malvasia de Sitges Organic|2021|Cataluña|Domènech.Vidal|White||10.99|3.0||3.0|1.4615384||52|3.8|52|3.8
Bernabeleva Cantocuerdas Albillo 2019|Cantocuerdas Albillo|2019|Madrid|Bernabeleva|White||17.8|3.0||2.6705883|1.0||51|3.8|573|3.7
Bodegas Martín Códax Mara Martin Godello 2023|Mara Martin Godello|2023|Monterrei|Bodegas Martín Códax|Godello|Godello|9.3|3.428655||2.5750878|1.6938596||51|3.8|7010|3.7
Huerta de Albala Barbazul Blanco 2020|Barbazul Blanco|2020|Cádiz|Huerta de Albala|Chardonnay|Chardonnay|6.8|3.347814||3.1029992|1.3639385||51|3.8|1577|3.7
Vinyes Singulars L'Autocaravana del Pelai 2022|L'Autocaravana del Pelai|2022|Cataluña|Vinyes Singulars|White||17.0|3.0||3.0|1.0||51|3.8|51|3.8
Vinos Cangas Viñéu de Montaña Escolinas Albarín Blanco En Castaño 2022|Viñéu de Montaña Escolinas Albarín Blanco En Castaño|2022|Cangas|Vinos Cangas|White||23.8|3.0||3.0|1.0||50|3.8|50|3.8
Gutiérrez de la Vega Tío Raimundo 2016|Tío Raimundo|2016|Alicante|Gutiérrez de la Vega|White||20.68|3.0||3.0|1.0||50|3.8|107|3.8
Legaris Sauvignon Blanc 2021|Sauvignon Blanc|2021|Rueda|Legaris|Sauvignon blanc|Sauvignon blanc|9.9|3.9318078||2.8318646|1.0610734||50|3.8|225|3.7
Aizpurua.B Txakolina 2022|Txakolina|2022|Getariako Txakolina|Aizpurua.B|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|6.75|4.962858||2.936825|1.2519697||50|3.8|1604|3.9
Bodega Sommos Chardonnay Roble 2023|Chardonnay Roble|2023|Somontano|Bodega Sommos|Chardonnay|Chardonnay|5.8|3.2103937||3.0402546|1.6899306||50|3.8|731|3.7
Comunica La Pua 2020|La Pua|2020|Montsant|Comunica|White||13.36|3.299367||3.0|1.0||49|3.8|457|3.7
Shaya Blanco 2022|Blanco|2022|Rueda|Shaya|Verdejo|Verdejo|10.25|3.312093||2.2294154|2.2469943||48|3.8|4468|3.7
Celler Cooperatiu d'Espolla Clos de les Dòmines Blanc Fermentat En Barrica 2022|Clos de les Dòmines Blanc Fermentat En Barrica|2022|Empordà|Celler Cooperatiu d'Espolla|White||12.34|3.1242857||3.2432969|1.153956||48|3.8|543|3.8
Coca i Fitó Jaspi Blanc 2022|Jaspi Blanc|2022|Terra Alta|Coca i Fitó|White||9.8|3.0570922||3.0124824|1.3761703||48|3.8|1403|3.6
Luna Beberide Godello Bierzo LB 2023|Godello Bierzo LB|2023|Bierzo|Luna Beberide|White||9.5|3.091019||2.9128025|1.1613376||48|3.8|1520|3.5
Bodega Emina Sauvignon Blanc 2020|Sauvignon Blanc|2020|Rueda|Bodega Emina|Sauvignon blanc|Sauvignon blanc|7.05|4.0446744||3.0689943|1.2304734||47|3.8|630|3.4
Familia Torres Clos Ancestral Blanco 2022|Clos Ancestral Blanco|2022|Penedès|Familia Torres|White||13.5|3.588182||2.8445454|1.9599999||47|3.8|79|3.9
